Name,Points,Tags,Status,Pomos (25 mins),Do Date,Related To,Relates,Source,Created Time,Last edited time,Problem Statement,Day Completed,Pattern
N-Queens - LeetCode,2000,de shaw,ok,,,,,https://leetcode.com/problems/n-queens/,"Dec 25, 2020 8:28 PM","May 11, 2021 9:05 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md"
Minimum Number of weights needed to measure up to N,1300,,done,,"Jan 06, 2021",,,,"Dec 25, 2020 11:39 PM","Feb 22, 2021 9:22 PM",,,../Array%20af1fbf6be3da4abfadba9d43c8017242.md
Sort Stack Using Recursion,800,,done,,"Dec 26, 2020",,,,"Dec 26, 2020 12:06 AM","Feb 07, 2021 8:38 AM",,,
"Minimum Cost Path with Left, Right, Bottom and Up moves allowed - GeeksforGeeks",1700,"graph, path cost",ok,,,,https://www.notion.so/Swiggy-Mascot-Travel-95ff829855de46f7b4f8ca1d1501620c,https://www.geeksforgeeks.org/minimum-cost-path-left-right-bottom-moves-allowed/?ref=rp,"Dec 26, 2020 10:16 AM","Mar 01, 2021 3:42 PM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Maximum sum path in a matrix from top-left to bottom-right - GeeksforGeeks,1500,"path cost, standard",done,,,,https://www.notion.so/Path-with-Maximum-gold-f7c30ab252ee481d84aec8580cd1e660,https://www.geeksforgeeks.org/maximum-sum-path-in-a-matrix-from-top-left-to-bottom-right/?ref=rp,"Dec 26, 2020 10:22 AM","May 11, 2021 9:01 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Linear%20DP%2040f64e6224704d17972aa352dc735edb.md"
Minimum cost to reach from the top-left to the bottom-right corner of a matrix - Geeksforgeeks,1500,path cost,done,,"Jan 08, 2021",,,https://www.geeksforgeeks.org/minimum-cost-to-reach-from-the-top-left-to-the-bottom-right-corner-of-a-matrix/?ref=rp,"Dec 26, 2020 10:31 AM","May 11, 2021 8:59 AM",,,../BFS%2064f502c16c04413cb7e65786ad3a4f0d.md
Search a 2D Matrix III,1500,,ok,,"Dec 26, 2020",,,,"Dec 26, 2020 12:06 PM","May 11, 2021 9:04 AM","Given a matrix containing 1's and 0's. In each row all the 1's are before 0's. Find the length of the longest continuous 1's. ",,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Unique Binary Search Trees - LeetCode,1500,O(n^2),done,,"Dec 27, 2020",,,https://leetcode.com/problems/unique-binary-search-trees/,"Dec 27, 2020 8:22 AM","May 11, 2021 9:11 AM",,,../Binary%20Tree%202b7ef3f8a3684c2c8790ae61ff7ddaea.md
Count the Number of Binary Search Trees present in a Binary Tree - GeeksforGeeks,1500,alphonso,ok,,,https://www.notion.so/Validate-Binary-Search-Tree-3a1ac6b53afb4610b460ef27f8ae4d67,,https://www.geeksforgeeks.org/count-the-number-of-binary-search-trees-present-in-a-binary-tree/,"Dec 27, 2020 8:33 AM","May 11, 2021 9:11 AM",,,../Binary%20Tree%202b7ef3f8a3684c2c8790ae61ff7ddaea.md
Maximum number of trailing zeros in the product of the subsets of size k - Geeksforgeeks,1700,new,waiting,,,,https://www.notion.so/B-The-least-round-way-9889b0d9a536439cab8ba6814793987d,https://www.geeksforgeeks.org/maximum-number-of-trailing-zeros-in-the-product-of-the-subsets-of-size-k/,"Dec 27, 2020 9:13 AM","Mar 01, 2021 8:48 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
B. The least round way,2000,"logic, new, path cost",ok,2,"Jan 22, 2021",https://www.notion.so/Maximum-number-of-trailing-zeros-in-the-product-of-the-subsets-of-size-k-Geeksforgeeks-a5aacb4515814d8d81b1f5782bb2501d,,http://codeforces.com/contest/2/problem/B,"Dec 27, 2020 11:16 AM","Mar 01, 2021 8:47 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Number of subsets with zero sum - GeeksforGeeks,1500,knapsack,done,,"Jan 08, 2021",,,https://www.geeksforgeeks.org/number-of-subsets-with-zero-sum/?ref=rp,"Dec 27, 2020 1:26 PM","May 11, 2021 9:10 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Dp%2071e29475df134130a63445f5437e90ee.md, ../Knapsack%20e1ea6dfd10d74218b7477511a6be96f8.md"
Minimum Score Triangulation of Polygon - LeetCode,1600,,waiting,1,,,,https://leetcode.com/problems/minimum-score-triangulation-of-polygon/,"Dec 27, 2020 5:11 PM","Mar 01, 2021 8:48 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
"Merge two sorted arrays n, m + n",1200,,done,,"Dec 27, 2020",,,,"Dec 27, 2020 7:41 PM","Mar 01, 2021 3:43 PM","Given two arrays of size n and m + n (contains only m elements). Merge them into one without any extra space. ",,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Puzzle 9 | (Find the fastest 3 horses) - GeeksforGeeks,,,ok,,,,,https://www.geeksforgeeks.org/puzzle-9-find-the-fastest-3-horses/,"Dec 28, 2020 8:47 AM","Jan 07, 2021 11:25 PM",,,
Stack using Queue and Queue using stack,,,waiting,,,,,,"Dec 28, 2020 11:02 PM","May 20, 2021 9:56 AM",,,
Water Overflow | Practice | Geeksforgeeks,,,waiting,,,,,https://practice.geeksforgeeks.org/problems/champagne-overflow/0,"Dec 28, 2020 11:05 PM","Feb 18, 2021 7:45 AM",,,
Probability for falling of the edge,,,waiting,,,,,,"Dec 28, 2020 11:06 PM","May 20, 2021 9:56 AM",,,
implement selection and projection operation for a file using grep,,,waiting,,,,,,"Dec 28, 2020 11:25 PM","May 20, 2021 9:56 AM",,,
Triplets with maximum sum of all middles,1500,goldman sachs,ok,,,,,,"Dec 29, 2020 9:35 AM","May 11, 2021 9:04 AM",Given an array of 3n size. Divide it in triplets such that the sum of all middle elements of each triplet is maximum. Condition: Every triplet will have elements in increasing order only.,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
B. Last minute enhancements,800,,done,,"Jan 05, 2021",,https://www.notion.so/Maximum-distinct-elements-by-increment-and-decrement-67b002bc28e244948588a50256bcc2cc,https://codeforces.com/contest/1466/problem/B,"Dec 29, 2020 10:01 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Valid Sudoku - LeetCode,,,waiting,,,,,https://leetcode.com/problems/valid-sudoku/,"Dec 30, 2020 4:50 PM","May 20, 2021 9:56 AM",,,
Find the number of monotonic triplets,1500,,ok,1,"Jan 08, 2021",https://www.notion.so/Find-the-number-of-inversions-in-a-given-array-6234ecea1659454299cb512a4460bb31,,,"Dec 31, 2020 6:11 PM","May 11, 2021 9:00 AM",Given an array of numbers find the number of triplets such that Ai<Aj<Ak or Ai>Aj>Ak for all (i<j<k). | (O(n^2) or O(n log(n)).,,../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md
Word Break - LeetCode,1500,O(n^2),done,,"Jan 07, 2021",,,https://leetcode.com/problems/word-break/,"Dec 31, 2020 7:38 PM","May 11, 2021 9:01 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Linear%20DP%2040f64e6224704d17972aa352dc735edb.md"
Hunger Games,1600,"new, swiggy",done,1,"Dec 31, 2020",,,,"Jan 01, 2021 10:09 AM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Food delivery to tech park,1800,swiggy,waiting,2,"Jan 01, 2021",,https://www.notion.so/Cherry-Pickup-LeetCode-a73c725479264cd2a914d52d1a898d4b,,"Jan 01, 2021 10:23 AM","Mar 01, 2021 8:47 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Cherry Pickup - LeetCode,2100,new,waiting,1,"Jan 01, 2021",https://www.notion.so/Food-delivery-to-tech-park-9a4169968d2d4e1bb1e2badb2f1d70cb,,https://leetcode.com/problems/cherry-pickup/,"Jan 01, 2021 3:45 PM","Mar 01, 2021 8:47 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Ways to Split Array Into Three Subarrays - Leetcode,1500,O(n^2),done,2,"Jan 06, 2021",,,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/,"Jan 02, 2021 3:39 PM","Mar 01, 2021 8:38 AM",,,../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md
Is Subsequence - LeetCode,800,,done,,"Jan 06, 2021",,,https://leetcode.com/problems/is-subsequence/,"Jan 02, 2021 3:44 PM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../String%2031fee88325084b2db1f8d82cce81360c.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Minimum Operations to Make a Subsequence - Leetcode,2000,,ok,2,"Jan 02, 2021",https://www.notion.so/Longest-Increasing-Subsequence-3cbb4d81cd434847ad5b568bd5304b5e,,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence/,"Jan 02, 2021 3:47 PM","Mar 01, 2021 8:48 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Shortest Path in a Grid with k Obstacles Elimination - Leetcode,2000,"de shaw, new",done,,"Jan 04, 2021",,https://www.notion.so/Find-minimum-moves-in-a-matrix-387df2d5cc9c4b8ba4c9a4d20095f7d5,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/,"Jan 04, 2021 8:59 AM","May 11, 2021 8:59 AM",,,../BFS%2064f502c16c04413cb7e65786ad3a4f0d.md
Lexicographical Numbers - LeetCode,1600,,done,,"Jan 19, 2021",,https://www.notion.so/Stepping-Numbers-GeeksforGeeks-55ff57ad440546f2922abbc43bf4d64a,https://leetcode.com/problems/lexicographical-numbers/,"Jan 04, 2021 7:09 PM","Mar 01, 2021 8:48 AM",,,"../DFS%20ba39c3dceb894d178f88767d81fa001a.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Amazon online assessment,,,waiting,,,,,,"Jan 04, 2021 9:11 PM","May 20, 2021 9:56 AM",,,
Global and Local Inversions - LeetCode,,amazon,ok,,,,,https://leetcode.com/problems/global-and-local-inversions/,"Jan 05, 2021 12:12 AM","Jan 07, 2021 11:46 PM",,,
Numbers With Repeated Digits - LeetCode,,,waiting,,,,,https://leetcode.com/problems/numbers-with-repeated-digits/,"Jan 05, 2021 10:37 AM","May 20, 2021 9:56 AM",,,
Sort Items by Groups Respecting Dependencies - Leetcode,,,waiting,,,,,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/,"Jan 05, 2021 10:38 AM","May 20, 2021 9:56 AM",,,
Maximum distinct elements by increment and decrement,1200,"own, unverified",ok,1,"Jan 07, 2021",https://www.notion.so/B-Last-minute-enhancements-429e201a32e9487992f63f16989f2330,,,"Jan 05, 2021 4:12 PM","Feb 22, 2021 9:22 PM",,,../Array%20af1fbf6be3da4abfadba9d43c8017242.md
Minimum Number of Taps to Open to Water a Garden - LeetCode,1800,,ok,,,https://www.notion.so/Video-Stitching-Leetcode-5cb996b015aa4962a4c544fcef454657,,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,"Jan 07, 2021 8:20 AM","May 11, 2021 9:01 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Linear%20DP%2040f64e6224704d17972aa352dc735edb.md"
Video Stitching - Leetcode,1500,"hard, interval",waiting,3,"Jan 07, 2021",https://www.notion.so/Activity-Selection-Problem-b98e4f278b8745d182d05ec2bebc05ef,"https://www.notion.so/Cover-Maximum-Range-intervals-f50df802ae1941e9a46c4a98fd59162f, https://www.notion.so/Minimum-Number-of-Taps-to-Open-to-Water-a-Garden-LeetCode-a34578fbb4b44e1f918a492706c8b7a6",https://leetcode.com/problems/video-stitching/,"Jan 07, 2021 8:24 AM","Mar 04, 2021 8:12 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md"
Cover Maximum Range [intervals],1500,,waiting,,,https://www.notion.so/Video-Stitching-Leetcode-5cb996b015aa4962a4c544fcef454657,,,"Jan 07, 2021 8:38 AM","Mar 04, 2021 8:12 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md"
Largest Rectangle in Histogram - LeetCode,1800,standard,done,,,,,https://leetcode.com/problems/largest-rectangle-in-histogram/,"Jan 07, 2021 1:37 PM","May 11, 2021 8:58 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Stack%2067154e5bf7324feab7a8a732f028898b.md"
Minimum Adjacent Swaps for K Consecutive Ones - LeetCode,2000,,done,,"Jan 07, 2021",https://www.notion.so/Minimum-distance-to-travel-for-all-to-meet-in-1D-a34b0991298444349a7548d5f9587383,,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/,"Jan 07, 2021 2:03 PM","May 11, 2021 9:00 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Sliding%20Window%2057edd445fc8d49ac98bcd1076bcdd3aa.md"
Minimum distance to travel for all to meet in 1D,1500,,done,,"Jan 07, 2021",,https://www.notion.so/Minimum-Adjacent-Swaps-for-K-Consecutive-Ones-LeetCode-13df42e6e5484eab82e450bf991640a6,,"Jan 07, 2021 4:01 PM","Feb 22, 2021 9:22 PM",,,../Array%20af1fbf6be3da4abfadba9d43c8017242.md
Airplane Seat Shuffling | binarysearch,1500,annoying,ok,,"Jan 07, 2021",,,https://binarysearch.com/problems/Airplane-Seat-Shuffling,"Jan 07, 2021 8:28 PM","Feb 14, 2021 4:48 PM",,,
Find the number of inversions in a given array,1900,own,ok,1,"Jan 07, 2021",,https://www.notion.so/Find-the-number-of-monotonic-triplets-bb51474ee1de47b5a6761db5afc6b563,,"Jan 07, 2021 11:35 PM","May 11, 2021 9:00 AM",,,../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md
Swiggy Interview I,,,waiting,,,,,,"Jan 08, 2021 11:14 AM","May 20, 2021 9:56 AM",,,
Square root of a number,800,,done,,"Jan 08, 2021",,,,"Jan 08, 2021 11:29 AM","Jan 08, 2021 11:31 AM",,,
Job Assignment Problem [Find minimum time to finish all jobs],2000,np hard,done,2,"Jan 09, 2021",,,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/,"Jan 09, 2021 9:31 AM","May 11, 2021 9:05 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md"
Minimize Hamming Distance After Swap Operations - LeetCode,1600,,done,3,"Jan 09, 2021",,,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/,"Jan 09, 2021 9:38 AM","Mar 01, 2021 8:43 AM",,,../DFS%20ba39c3dceb894d178f88767d81fa001a.md
Swapping Nodes in a Linked List - Leetcode,1000,,done,,"Jan 09, 2021",,,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/,"Jan 09, 2021 9:51 AM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Min operations to reduce number to 1 - Leetcode Discuss,1600,"google, new",done,,"Jan 09, 2021",,,https://leetcode.com/discuss/interview-question/538568/google-onsite-min-operations-to-reduce-number-to-1,"Jan 09, 2021 11:53 AM","May 11, 2021 9:01 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Linear%20DP%2040f64e6224704d17972aa352dc735edb.md"
Count Derangements,1600,amazon,done,,"Feb 11, 2021",,,,"Jan 09, 2021 1:18 PM","May 11, 2021 9:01 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Linear%20DP%2040f64e6224704d17972aa352dc735edb.md"
Print Derangements,1600,own,done,1,"Mar 09, 2021",https://www.notion.so/Permutations-LeetCode-4d488cfcee04438a872631a4229a572a,,,"Jan 09, 2021 1:19 PM","May 11, 2021 9:05 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md"
Minimum Cost to Merge Stones - LeetCode,,,waiting,,,https://www.notion.so/Burst-Balloons-LeetCode-753bae99c5404e4db8340b8b797a8388,,https://leetcode.com/problems/minimum-cost-to-merge-stones/,"Jan 10, 2021 8:47 AM","May 20, 2021 9:56 AM",,,
Burst Balloons - LeetCode,2000,O(n^3),done,1,"Jan 12, 2021",,https://www.notion.so/Minimum-Cost-to-Merge-Stones-LeetCode-4b145a50da1c42e5b981de623f1baae4,https://leetcode.com/problems/burst-balloons/,"Jan 10, 2021 8:49 AM","Mar 01, 2021 8:48 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Complexity of Checking Happy Number,,,waiting,,,https://www.notion.so/Check-if-a-number-is-happy-33a3549d89ce49b69f803b78738751c8,,,"Jan 10, 2021 1:54 PM","May 20, 2021 9:56 AM",,,
Check if a number is happy,1200,,done,,"Jan 10, 2021",,https://www.notion.so/Complexity-of-Checking-Happy-Number-9ef4fed516874b6eb86ef7889d007f00,,"Jan 10, 2021 1:54 PM","May 11, 2021 9:05 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md, ../Slow%20Pointer%20ce6e427e91d34fb5999dc3b1532303f6.md"
Maximal Commonality,1000,,done,,"Jan 11, 2021",,,,"Jan 11, 2021 10:37 PM","May 11, 2021 8:58 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md"
Huffmann Coding,1900,,waiting,,,,,,"Jan 11, 2021 10:56 PM","May 20, 2021 9:55 AM",,,../Array%20af1fbf6be3da4abfadba9d43c8017242.md
Word Search,1500,,done,,"Jan 13, 2021",,"https://www.notion.so/Word-Search-II-5992ad02621b424c9092f3e9d26d7e43, https://www.notion.so/Word-Search-III-28f3cdb3e6b34189beb8ee5784b33ecd",leetcode.com/problems/word-search,"Jan 12, 2021 8:53 PM","Mar 01, 2021 8:43 AM",,,../DFS%20ba39c3dceb894d178f88767d81fa001a.md
Word Search III,1600,,done,,"Jan 13, 2021",https://www.notion.so/Word-Search-cf164f2e5a734d9a8134eae2d127b04c,,,"Jan 12, 2021 8:53 PM","May 11, 2021 9:05 AM","Given a word and a matrix? Return the list of all indices where the word occurs in the matrix. You cannot reuse a cell for a single word. ",,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md"
Jump Game II - LeetCode,2000,,done,,"Jan 17, 2021",,,https://leetcode.com/problems/jump-game-ii/,"Jan 13, 2021 7:00 PM","May 11, 2021 8:59 AM",,,../BFS%2064f502c16c04413cb7e65786ad3a4f0d.md
D - Snuke Prime,1600,,done,3,,,,https://atcoder.jp/contests/abc188/tasks/abc188_d,"Jan 14, 2021 9:00 AM","Mar 04, 2021 8:12 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md"
DE Shaw Code Pair Round,,de shaw,waiting,,,,,,"Jan 14, 2021 8:17 PM","May 20, 2021 9:56 AM",,,
Sort colors in stacks,,own,waiting,,,,,,"Jan 14, 2021 9:27 PM","May 20, 2021 9:56 AM",,,
E - Peddler,,,waiting,,,,,https://atcoder.jp/contests/abc188/tasks/abc188_e,"Jan 14, 2021 9:53 PM","May 23, 2021 8:53 AM",,,
F - +1-1x2,,,waiting,,,,,https://atcoder.jp/contests/abc188/tasks/abc188_f,"Jan 14, 2021 9:54 PM","May 20, 2021 9:56 AM",,,
BST [getting the kth smallest element],2000,,waiting,,,https://www.notion.so/Kth-Smallest-Element-in-a-BST-LeetCode-48715518ea7946aaad7afe4a249f0188,,,"Jan 14, 2021 10:55 PM","May 20, 2021 9:55 AM",,,../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md
Find Median from Data Stream - LeetCode,1800,,ok,,"Jan 14, 2021",,,https://leetcode.com/problems/find-median-from-data-stream/,"Jan 14, 2021 11:47 PM","Feb 22, 2021 9:22 PM",,,../Array%20af1fbf6be3da4abfadba9d43c8017242.md
Sliding Window Median - LeetCode,,,waiting,,,,,https://leetcode.com/problems/sliding-window-median/,"Jan 14, 2021 11:52 PM","May 23, 2021 8:53 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Sliding%20Window%2057edd445fc8d49ac98bcd1076bcdd3aa.md"
Amazon | Telephonic Round | SDE - 2 - LeetCode Discuss,1500,,done,,"Jan 17, 2021",,,https://leetcode.com/discuss/interview-question/1017012/amazon-telephonic-round-sde-2,"Jan 14, 2021 11:53 PM","Mar 01, 2021 3:43 PM","Given an even number (greater than 2), return two prime numbers whose sum will be equal to given number. There are several combinations possible. Print only first such pair.",,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Subarray with maximum xor,2000,own,waiting,,,,,,"Jan 15, 2021 9:51 AM","May 20, 2021 9:55 AM",,,"../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md, ../Bits%20e38c7329b88e4b65ac64bfc4a9ffc7ed.md"
Number of 1 Bits - LeetCode,,,done,,"Jan 31, 2021",,,https://leetcode.com/problems/number-of-1-bits/,"Jan 15, 2021 2:47 PM","May 11, 2021 9:12 AM",,,"../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md, ../Bits%20e38c7329b88e4b65ac64bfc4a9ffc7ed.md"
Find a Value of a Mysterious Function Closest to Target - LeetCode,2000,new,done,1,"Jan 15, 2021",,,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target/,"Jan 15, 2021 3:50 PM","May 11, 2021 9:12 AM",,,"../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md, ../Bits%20e38c7329b88e4b65ac64bfc4a9ffc7ed.md"
Furthest Building You Can Reach - LeetCode,1700,new,ok,2,,,,https://leetcode.com/problems/furthest-building-you-can-reach/,"Jan 15, 2021 5:38 PM","Mar 01, 2021 3:42 PM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Number of Ways to Wear Different Hats to Each Other - LeetCode,,,waiting,,,,,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other/,"Jan 15, 2021 7:23 PM","May 20, 2021 9:56 AM",,,
Rocketship Rescue | binarysearch,1300,,done,,"Jan 15, 2021",,,https://binarysearch.com/problems/Rocketship-Rescue,"Jan 15, 2021 9:28 PM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Minimum Height Trees - LeetCode,1800,new,done,2,"Jan 15, 2021",,,https://leetcode.com/problems/minimum-height-trees/,"Jan 15, 2021 9:46 PM","May 11, 2021 9:09 AM",,,../Simulation%20fdb95da9832b433d97b5f169424cf147.md
Maximum Sum Subarray,1000,,done,,"Jan 15, 2021",,https://www.notion.so/Maximum-Product-Subarray-41cce226138f48dd8eec60b3a0b9b198,,"Jan 15, 2021 9:57 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Remove Interval Overlaps | binarysearch,1000,,done,,"Jan 17, 2021",https://www.notion.so/Activity-Selection-Problem-b98e4f278b8745d182d05ec2bebc05ef,,https://binarysearch.com/problems/Remove-Interval-Overlaps,"Jan 15, 2021 10:03 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Largest Submatrix With Rearrangements - LeetCode,1700,new,done,3,"Jan 10, 2021",,https://www.notion.so/Largest-One-Submatrix-with-Column-Swaps-binarysearch-5e7965432f094672bf82ec385ade3689,https://leetcode.com/problems/largest-submatrix-with-rearrangements/,"Jan 16, 2021 9:34 AM","Mar 01, 2021 8:47 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Cumulative%2073b8950eb0ab42228e72265c36aec690.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Max Area of Island - LeetCode,,,waiting,,,,,https://leetcode.com/problems/max-area-of-island/,"Jan 16, 2021 9:49 AM","May 20, 2021 9:56 AM",,,
Kth User to Visit Website | binarysearch,,,waiting,,,,,https://binarysearch.com/problems/Kth-User-to-Visit-Website,"Jan 16, 2021 1:36 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Print Cycles in an undirected graph,1800,own,waiting,,,,,,"Jan 16, 2021 3:20 PM","May 20, 2021 9:55 AM",,,
Bridges in a graph - GeeksforGeeks,,,waiting,,,,,https://www.geeksforgeeks.org/bridge-in-a-graph/,"Jan 16, 2021 3:34 PM","May 20, 2021 9:56 AM",,,
Stepping Numbers - GeeksforGeeks,1600,amazon,done,3,"Jan 20, 2021",https://www.notion.so/Lexicographical-Numbers-LeetCode-5199ab31a1cb456aa592e5d7cb8549e3,,https://www.geeksforgeeks.org/stepping-numbers/,"Jan 16, 2021 4:01 PM","Apr 08, 2021 8:12 AM",,,"../DFS%20ba39c3dceb894d178f88767d81fa001a.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md"
Jump Game III - LeetCode,,,waiting,,,,,https://leetcode.com/problems/jump-game-iii/,"Jan 17, 2021 9:25 AM","May 20, 2021 9:56 AM",,,
